,student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
3117,S03118,27,Male,Italy,Medicine,2,3.62,2.4,91,6.9,5.2,2.8,2.9,2.0,Yes,In a Relationship,High,Average,4.7,1.2,Copilot,Digital,16,0,4.2,100,78
3118,S03119,27,Male,India,Physics,1,4.0,5.1,100,5.0,5.5,1.4,2.1,2.4,No,Single,Middle,Poor,6.1,2.6,ChatGPT,Digital,12,4,5.9,100,100
3119,S03120,28,Female,Netherlands,Computer Science,3,4.0,6.0,100,7.6,7.6,3.2,1.3,7.1,Yes,Single,High,Average,1.0,0.0,None,Mixed,14,0,6.8,100,100
3120,S03121,26,Male,Australia,Business,1,3.76,2.8,81,7.4,2.3,0.7,2.6,0.5,No,In a Relationship,Low,Good,2.6,2.9,Gemini,Handwritten,10,1,5.1,100,93
3121,S03122,22,Female,Bangladesh,Business,3,3.58,2.6,95,5.7,5.8,1.7,0.5,4.6,No,In a Relationship,Low,Average,6.0,1.2,Copilot,Handwritten,10,4,0.0,96,100
3122,S03123,28,Female,Australia,Engineering,4,3.78,4.2,99,5.9,4.9,2.6,3.4,1.5,No,In a Relationship,Middle,Average,5.5,2.1,Gemini,Digital,17,3,2.9,100,91
3123,S03124,28,Female,Canada,Biology,1,3.9,3.0,93,7.0,2.0,0.0,1.9,1.4,Yes,In a Relationship,Middle,Good,3.2,2.2,Claude,Digital,8,1,3.0,100,98
3124,S03125,20,Male,Germany,Computer Science,1,3.51,3.3,100,7.4,6.8,4.0,2.5,3.3,Yes,Single,High,Good,3.8,3.2,ChatGPT,Digital,9,2,0.2,100,98
3125,S03126,19,Male,Germany,Business,3,4.0,4.6,100,4.0,4.2,0.0,0.6,4.4,No,Single,Low,Average,4.3,1.8,ChatGPT,Mixed,11,3,4.7,100,100
3126,S03127,23,Male,Bangladesh,Economics,1,3.02,0.6,66,8.3,7.2,3.8,0.8,4.9,No,In a Relationship,Middle,Poor,4.6,0.3,Claude,Handwritten,5,1,5.0,82,78
3127,S03128,21,Female,Netherlands,Business,1,4.0,5.5,94,6.4,4.2,0.9,1.9,5.2,Yes,Single,Middle,Average,1.8,2.2,ChatGPT,Handwritten,11,2,5.9,100,98
3128,S03129,27,Male,South Korea,Mathematics,4,3.49,3.6,96,5.4,5.6,2.2,0.0,1.6,Yes,In a Relationship,Middle,Average,6.2,0.0,None,Handwritten,11,2,3.1,98,98
3129,S03130,27,Female,Italy,Business,1,3.48,2.9,86,8.1,7.2,3.6,3.5,0.7,Yes,Single,Low,Good,4.9,0.3,Gemini,Mixed,15,3,3.8,100,90
3130,S03131,19,Female,Bangladesh,Psychology,4,3.19,3.4,84,7.0,9.0,6.1,1.0,2.3,No,In a Relationship,Middle,Good,6.5,0.6,Gemini,Digital,9,3,4.8,100,99
3131,S03132,19,Male,India,Law,1,3.41,3.4,93,8.5,6.8,3.0,2.6,3.7,No,Single,Low,Average,4.5,0.0,None,Handwritten,3,0,2.8,100,84
3132,S03133,18,Male,USA,Medicine,2,3.51,0.9,93,7.5,2.2,0.0,2.4,2.6,Yes,Single,Low,Good,3.2,2.9,ChatGPT,Handwritten,12,1,0.0,100,95
3133,S03134,25,Female,France,Law,4,3.79,5.7,100,7.0,8.0,4.2,3.6,0.0,Yes,Single,Low,Poor,5.7,2.5,Copilot,Handwritten,10,3,3.0,100,99
3134,S03135,19,Male,India,Mathematics,3,3.96,3.6,93,6.8,6.5,2.5,0.2,0.0,No,In a Relationship,Middle,Good,5.1,1.7,Gemini,Handwritten,6,2,1.8,100,89
3135,S03136,26,Male,Australia,Economics,4,4.0,4.2,98,7.6,6.7,2.9,1.9,2.5,No,Single,Low,Average,3.6,2.2,Copilot,Mixed,14,1,4.2,100,100
3136,S03137,21,Male,Netherlands,Engineering,3,3.98,4.9,100,6.5,7.5,3.6,2.4,4.7,No,In a Relationship,Middle,Poor,4.9,1.6,Copilot,Handwritten,14,5,6.0,100,98
3137,S03138,20,Female,USA,Medicine,1,3.56,2.0,97,6.0,3.6,0.0,0.0,1.2,No,In a Relationship,Middle,Good,3.4,2.1,Copilot,Handwritten,15,2,0.9,98,92
3138,S03139,27,Male,USA,Computer Science,4,3.7,4.2,100,7.7,7.2,2.8,1.0,4.5,No,In a Relationship,Low,Average,3.5,2.5,ChatGPT,Handwritten,14,1,2.0,100,88
3139,S03140,28,Male,France,Law,3,3.37,3.1,86,6.8,2.5,2.2,1.8,0.0,No,In a Relationship,Middle,Poor,6.1,0.0,None,Digital,16,1,6.4,94,87
3140,S03141,28,Female,Japan,Physics,1,3.48,4.8,89,7.0,8.6,4.6,0.9,3.5,No,In a Relationship,High,Good,4.7,2.1,Copilot,Handwritten,14,1,5.1,100,99
3141,S03142,26,Female,Bangladesh,Law,3,3.06,0.5,72,8.3,9.3,3.9,0.0,3.5,Yes,In a Relationship,Middle,Good,4.4,2.3,Claude,Digital,22,0,5.3,90,87
3142,S03143,25,Female,Brazil,Mathematics,1,3.64,3.4,87,6.9,2.7,0.4,0.0,3.9,No,In a Relationship,Middle,Good,2.8,0.6,Claude,Mixed,19,3,4.7,100,74
3143,S03144,27,Male,Japan,Law,2,3.24,2.6,86,7.0,6.8,4.7,4.3,1.0,No,Single,Middle,Poor,4.9,1.0,Copilot,Digital,13,0,4.3,92,90
3144,S03145,28,Male,France,Mathematics,3,3.38,4.1,98,6.3,8.0,3.5,3.1,0.0,No,In a Relationship,High,Poor,7.1,0.4,Copilot,Handwritten,3,2,2.8,92,98
3145,S03146,18,Male,Canada,Biology,4,4.0,4.2,100,7.5,2.4,0.5,2.3,4.5,No,Single,Middle,Good,1.2,1.5,Copilot,Digital,21,1,2.3,100,92
3146,S03147,18,Female,UK,Business,1,3.42,2.4,84,7.4,5.1,2.9,1.3,0.0,Yes,In a Relationship,Low,Average,4.6,1.6,ChatGPT,Digital,11,6,3.7,91,81
3147,S03148,24,Female,Canada,Biology,2,3.04,2.4,92,8.1,7.6,4.4,0.6,1.5,No,Single,Low,Good,3.4,1.4,Copilot,Handwritten,15,2,8.8,90,90
3148,S03149,28,Male,Brazil,Economics,2,3.16,3.3,100,6.3,3.0,1.0,2.0,5.8,No,Single,High,Poor,4.3,0.4,Copilot,Digital,14,0,3.1,90,93
3149,S03150,26,Male,Germany,Computer Science,2,3.05,2.2,79,6.5,9.0,4.9,0.3,3.3,No,In a Relationship,Low,Good,5.0,2.6,ChatGPT,Handwritten,11,3,1.8,94,76
3150,S03151,24,Female,Germany,Mathematics,3,4.0,4.8,100,8.0,2.6,0.5,2.8,3.7,Yes,In a Relationship,Middle,Good,2.2,0.6,Gemini,Mixed,10,2,7.2,100,100
3151,S03152,19,Female,South Korea,Law,1,3.88,2.9,100,7.3,5.0,1.6,2.2,4.2,No,In a Relationship,High,Poor,1.4,1.8,ChatGPT,Handwritten,10,0,4.2,99,99
3152,S03153,26,Female,UK,Medicine,2,2.88,0.5,69,5.9,4.7,1.4,1.6,4.2,No,Single,Low,Average,5.2,2.0,Gemini,Mixed,1,1,5.6,67,76
3153,S03154,25,Male,Italy,Biology,3,4.0,2.9,100,8.6,9.9,4.9,1.2,3.0,No,In a Relationship,Middle,Good,3.0,0.0,None,Mixed,6,0,4.2,90,99
3154,S03155,28,Male,Italy,Business,3,2.99,1.9,79,5.0,6.5,2.1,1.1,1.2,No,In a Relationship,Middle,Poor,5.3,1.5,Copilot,Handwritten,10,2,5.3,99,90
3155,S03156,25,Male,Netherlands,Psychology,2,3.79,1.1,92,7.9,3.5,1.1,1.9,8.4,No,Single,Middle,Poor,2.9,2.5,ChatGPT,Mixed,12,1,9.0,84,87
3156,S03157,21,Male,France,Biology,3,2.72,1.6,80,5.5,5.0,3.5,0.0,2.4,No,Single,Low,Poor,7.2,1.2,ChatGPT,Handwritten,15,1,1.3,99,76
3157,S03158,22,Female,Brazil,Computer Science,4,3.94,3.7,99,9.3,7.8,3.8,4.6,3.7,No,In a Relationship,Low,Poor,3.0,2.1,Gemini,Handwritten,9,1,6.5,100,100
3158,S03159,28,Male,Italy,Engineering,3,3.9,5.5,100,5.1,6.0,3.8,1.0,3.9,No,Single,High,Poor,4.1,0.5,Gemini,Handwritten,15,1,2.1,100,100
3159,S03160,19,Male,South Korea,Mathematics,1,3.87,4.0,100,8.4,5.0,2.4,0.0,1.9,Yes,In a Relationship,High,Good,3.2,2.3,Claude,Digital,11,2,5.7,100,99
3160,S03161,22,Male,Netherlands,Business,3,3.61,2.6,85,6.9,4.9,3.2,2.6,2.1,Yes,In a Relationship,Middle,Poor,3.9,0.1,None,Mixed,10,2,1.5,100,79
3161,S03162,28,Male,Germany,Engineering,2,4.0,4.2,99,6.6,5.6,1.8,0.9,6.0,No,In a Relationship,High,Poor,1.3,1.2,Gemini,Digital,12,1,4.6,100,93
3162,S03163,27,Female,India,Computer Science,2,2.62,2.8,74,7.2,7.5,5.3,0.9,1.5,No,Single,Middle,Average,6.9,2.4,Claude,Mixed,16,2,5.0,80,85
3163,S03164,25,Female,South Korea,Economics,3,3.28,2.5,93,7.8,7.5,4.5,1.6,3.8,No,In a Relationship,Middle,Average,3.9,2.4,ChatGPT,Digital,11,2,2.8,100,75
3164,S03165,27,Female,Canada,Physics,2,3.19,1.8,70,5.9,7.4,4.4,0.8,4.8,No,Single,Middle,Average,4.6,0.0,None,Digital,14,2,2.7,95,93
3165,S03166,25,Female,Brazil,Business,4,2.6,0.9,72,6.0,7.2,4.0,0.8,2.6,No,Single,Middle,Good,5.6,1.0,Gemini,Digital,16,1,6.3,82,70
3166,S03167,24,Female,India,Biology,3,3.52,2.9,89,7.8,7.4,3.6,1.3,2.8,No,Single,Middle,Good,5.5,0.6,Copilot,Mixed,15,1,2.6,98,99
3167,S03168,18,Male,Australia,Psychology,1,3.79,3.7,99,5.0,3.6,0.9,3.3,4.9,Yes,In a Relationship,Low,Average,2.5,2.4,ChatGPT,Digital,9,0,1.7,100,100
3168,S03169,26,Female,Brazil,Computer Science,1,3.23,3.4,89,6.3,5.8,3.7,1.2,2.7,No,In a Relationship,Middle,Good,5.1,1.1,Copilot,Handwritten,10,0,2.7,79,96
3169,S03170,26,Male,Italy,Computer Science,2,3.88,2.9,92,10.0,3.8,3.0,1.3,0.0,Yes,In a Relationship,High,Good,2.5,1.3,Claude,Mixed,15,1,5.7,100,93
3170,S03171,21,Female,Canada,Medicine,2,2.61,2.1,80,5.8,7.8,4.7,2.9,6.0,Yes,In a Relationship,Low,Average,5.0,1.7,Claude,Handwritten,11,4,4.4,92,85
3171,S03172,27,Female,Canada,Physics,4,3.84,4.4,100,8.4,6.8,4.0,0.0,1.0,No,In a Relationship,High,Poor,4.8,0.0,None,Mixed,8,3,8.0,100,100
3172,S03173,24,Male,Netherlands,Economics,4,3.16,1.5,67,6.3,5.7,3.6,2.3,3.4,Yes,In a Relationship,High,Good,4.1,1.5,Claude,Digital,12,3,3.5,95,83
3173,S03174,21,Male,Japan,Economics,2,4.0,4.7,100,7.6,3.4,0.3,2.4,0.4,Yes,Single,Middle,Poor,3.6,0.2,None,Digital,16,4,4.0,100,96
3174,S03175,25,Female,Japan,Computer Science,1,3.3,2.0,94,7.8,6.7,2.7,1.6,2.0,Yes,Single,Low,Average,4.2,0.7,Copilot,Digital,17,1,2.2,100,99
3175,S03176,21,Female,Brazil,Psychology,1,3.51,2.4,100,8.4,6.3,2.0,1.1,2.1,No,Single,Middle,Poor,3.4,0.8,Gemini,Digital,17,3,0.7,87,95
3176,S03177,20,Male,USA,Computer Science,4,3.02,1.3,63,6.8,4.4,3.2,1.6,3.3,No,In a Relationship,Middle,Good,4.0,1.7,ChatGPT,Mixed,12,3,3.2,81,76
3177,S03178,21,Male,Japan,Psychology,1,4.0,2.7,100,9.4,4.8,2.2,1.1,1.2,No,In a Relationship,Low,Poor,2.0,0.4,Claude,Mixed,14,2,0.6,100,92
3178,S03179,22,Male,India,Economics,3,4.0,5.0,100,6.3,6.6,2.4,1.8,7.0,No,In a Relationship,Low,Good,2.3,0.7,Claude,Mixed,18,0,4.1,100,100
3179,S03180,23,Female,Canada,Business,1,3.91,4.3,93,7.3,8.4,3.5,1.2,3.0,Yes,In a Relationship,Middle,Average,3.6,1.5,Gemini,Digital,9,2,2.6,87,94
3180,S03181,21,Male,USA,Computer Science,2,4.0,5.0,100,7.3,4.2,2.2,2.9,4.8,Yes,In a Relationship,Middle,Average,2.4,2.6,Copilot,Handwritten,17,0,4.0,100,100
3181,S03182,25,Male,South Korea,Economics,1,3.68,4.3,88,5.7,7.7,3.0,1.0,3.0,No,In a Relationship,High,Poor,4.0,1.6,Gemini,Handwritten,15,0,5.8,100,95
3182,S03183,23,Female,Australia,Economics,3,2.92,1.8,74,6.7,1.9,0.5,1.3,5.0,Yes,In a Relationship,Low,Good,2.8,2.3,Claude,Handwritten,16,3,1.9,85,77
3183,S03184,25,Female,UK,Business,4,3.51,3.0,95,7.2,6.0,1.6,2.5,0.0,Yes,Single,Low,Average,4.2,0.0,None,Handwritten,4,1,6.0,100,89
3184,S03185,27,Female,Brazil,Law,1,3.15,2.3,96,6.5,6.5,3.8,2.4,1.6,No,Single,Middle,Good,5.5,2.6,Gemini,Handwritten,9,3,4.7,96,82
3185,S03186,19,Female,Italy,Economics,1,4.0,5.5,100,9.9,5.9,1.0,1.7,2.0,Yes,Single,Middle,Average,2.7,0.3,ChatGPT,Digital,9,0,3.7,100,100
3186,S03187,22,Female,Netherlands,Computer Science,3,3.03,1.7,76,6.0,7.1,4.7,1.1,1.9,No,In a Relationship,Middle,Average,5.5,0.6,Gemini,Handwritten,19,1,3.8,82,87
3187,S03188,19,Female,Germany,Medicine,1,4.0,4.8,97,8.4,6.9,4.3,1.2,4.0,Yes,In a Relationship,High,Good,4.5,3.1,ChatGPT,Digital,8,3,6.7,100,100
3188,S03189,27,Female,Italy,Computer Science,2,4.0,4.8,97,8.0,5.2,2.4,5.2,4.2,No,Single,High,Poor,2.4,1.4,Gemini,Mixed,7,3,0.4,100,100
3189,S03190,25,Female,Netherlands,Law,3,4.0,6.2,100,7.0,8.5,7.3,2.8,2.9,Yes,Single,Middle,Average,5.1,0.5,Gemini,Handwritten,6,1,4.0,100,99
3190,S03191,20,Male,Japan,Business,3,3.61,2.9,75,6.0,5.6,4.7,2.1,2.9,No,Single,Low,Good,4.8,0.6,ChatGPT,Mixed,10,1,5.5,94,91
3191,S03192,27,Male,Australia,Computer Science,1,4.0,4.6,100,6.1,5.0,1.4,1.4,7.9,Yes,Single,Middle,Good,2.1,0.0,None,Handwritten,14,2,4.7,100,100
3192,S03193,21,Male,UK,Biology,1,4.0,6.9,100,6.4,8.1,3.9,3.5,3.6,Yes,In a Relationship,Low,Good,2.8,1.2,Claude,Digital,21,1,2.9,100,91
3193,S03194,26,Male,Germany,Computer Science,4,3.08,2.6,75,4.9,6.6,2.9,0.0,0.0,Yes,Single,High,Good,6.0,0.9,ChatGPT,Digital,10,4,8.4,85,77
3194,S03195,28,Female,Germany,Psychology,3,3.72,1.2,95,5.8,3.1,1.6,2.5,4.5,No,Single,Low,Average,2.7,1.9,Copilot,Handwritten,8,3,5.0,91,94
3195,S03196,21,Female,Brazil,Mathematics,1,3.11,0.7,83,5.2,4.8,1.2,1.7,4.1,Yes,Single,High,Average,5.7,2.9,ChatGPT,Handwritten,20,2,3.7,95,76
3196,S03197,18,Female,Italy,Psychology,1,4.0,4.6,91,8.6,6.1,4.3,1.8,5.3,Yes,Single,Middle,Good,3.8,0.0,None,Digital,21,0,4.0,100,100
3197,S03198,20,Male,Japan,Medicine,4,2.99,0.7,69,7.7,5.4,1.9,3.2,4.2,No,Single,Low,Good,1.7,1.8,ChatGPT,Handwritten,3,1,0.3,88,85
3198,S03199,18,Female,Australia,Business,4,3.48,2.9,89,7.9,7.0,2.6,3.6,1.2,No,Single,Low,Poor,4.7,0.0,None,Digital,9,3,4.7,90,85
3199,S03200,18,Male,UK,Economics,3,4.0,4.2,100,7.7,4.8,1.4,1.5,4.8,No,Single,High,Poor,2.9,1.6,Gemini,Mixed,13,2,3.8,100,90
3200,S03201,28,Male,USA,Physics,2,3.62,3.8,94,7.2,6.5,1.7,1.5,3.2,No,Single,High,Good,3.8,0.0,None,Mixed,13,2,4.8,100,84
3201,S03202,19,Male,UK,Law,2,3.76,4.1,100,8.8,5.4,2.6,0.3,5.1,No,Single,Middle,Average,2.4,0.0,None,Handwritten,23,2,1.4,100,100
3202,S03203,22,Male,USA,Computer Science,2,3.35,3.8,94,6.3,6.1,3.4,1.4,6.1,Yes,Single,Middle,Poor,3.0,3.8,Copilot,Handwritten,9,1,0.0,100,83
3203,S03204,25,Female,Japan,Physics,3,4.0,5.4,100,7.1,3.1,0.0,3.5,2.8,No,In a Relationship,Middle,Poor,1.5,3.3,ChatGPT,Handwritten,6,0,2.9,100,97
3204,S03205,24,Male,Brazil,Physics,1,3.78,2.1,80,7.9,4.2,2.8,1.1,4.8,No,Single,Middle,Good,2.1,0.5,ChatGPT,Handwritten,8,5,6.5,92,88
3205,S03206,23,Female,South Korea,Economics,4,3.54,2.5,76,5.4,4.2,1.7,0.0,5.1,No,In a Relationship,Middle,Good,2.4,3.1,Gemini,Digital,17,0,4.5,100,92
3206,S03207,22,Female,Bangladesh,Engineering,4,3.24,2.3,81,10.0,7.5,4.9,0.2,3.3,Yes,Single,Middle,Poor,3.4,1.2,ChatGPT,Digital,12,2,4.6,80,95
3207,S03208,22,Female,Bangladesh,Engineering,3,3.43,4.7,85,7.0,9.9,7.2,0.9,6.9,No,In a Relationship,Middle,Good,5.0,0.0,None,Mixed,20,2,0.7,100,87
3208,S03209,27,Male,Bangladesh,Mathematics,4,4.0,4.9,94,7.2,5.6,2.3,0.5,5.1,Yes,In a Relationship,High,Average,1.8,1.8,Gemini,Mixed,15,1,4.3,100,100
3209,S03210,20,Male,Netherlands,Biology,1,3.83,4.2,100,8.5,1.4,0.2,2.3,1.8,No,Single,Low,Average,3.6,2.1,Claude,Mixed,9,1,2.6,100,98
3210,S03211,21,Female,India,Engineering,3,4.0,5.3,100,8.1,4.6,3.0,2.1,3.5,No,In a Relationship,High,Good,3.8,2.0,Copilot,Handwritten,16,3,6.6,100,99
3211,S03212,24,Male,Germany,Biology,3,3.03,1.7,78,7.0,6.9,2.5,2.9,4.7,No,Single,Middle,Average,6.0,0.0,None,Handwritten,18,0,2.7,92,81
3212,S03213,25,Female,Brazil,Law,2,4.0,6.0,100,7.2,6.4,5.8,1.1,6.8,No,Single,Middle,Good,4.0,0.1,None,Mixed,19,3,4.4,100,100
3213,S03214,28,Female,Bangladesh,Mathematics,3,3.76,5.8,100,5.2,9.0,5.3,1.8,4.2,No,In a Relationship,Low,Poor,7.7,2.1,Claude,Mixed,5,2,5.9,100,100
3214,S03215,20,Female,Japan,Business,2,3.56,4.6,88,6.3,6.7,4.1,0.2,3.6,Yes,Single,Low,Poor,5.5,0.0,None,Digital,13,1,0.0,99,100
3215,S03216,26,Male,Canada,Psychology,1,4.0,6.2,100,7.6,5.1,1.9,1.1,5.5,No,Single,Low,Good,1.0,2.2,Gemini,Digital,6,0,3.3,100,100
3216,S03217,20,Female,Japan,Physics,3,3.26,1.0,77,7.5,8.7,3.8,1.5,2.6,No,In a Relationship,Middle,Good,3.2,0.8,ChatGPT,Handwritten,11,2,3.5,97,80
3217,S03218,18,Male,Italy,Mathematics,1,3.61,2.7,93,8.5,6.0,3.2,1.6,1.0,Yes,Single,Middle,Poor,4.4,0.0,None,Digital,11,1,3.7,100,94
3218,S03219,24,Female,Germany,Mathematics,1,3.47,2.4,74,6.9,7.0,3.2,2.7,4.4,No,In a Relationship,Middle,Average,2.2,0.0,None,Mixed,13,2,3.6,87,70
3219,S03220,21,Female,Canada,Computer Science,2,3.8,4.6,98,5.3,3.6,0.5,2.0,2.2,No,Single,Middle,Average,3.0,1.7,Claude,Handwritten,14,1,2.4,99,100
3220,S03221,28,Female,France,Computer Science,3,3.68,1.9,88,8.3,7.3,4.4,1.4,8.4,Yes,Single,High,Poor,1.6,1.7,Copilot,Mixed,9,1,2.2,99,97
3221,S03222,26,Female,Brazil,Mathematics,3,4.0,4.6,100,8.7,5.7,3.0,4.2,3.5,Yes,In a Relationship,Middle,Average,5.6,2.8,Claude,Digital,18,2,1.1,100,100
3222,S03223,20,Female,Bangladesh,Medicine,4,4.0,5.6,100,8.1,6.4,2.6,0.2,4.4,Yes,Single,Middle,Average,4.4,1.2,ChatGPT,Handwritten,19,2,5.1,100,92
3223,S03224,23,Male,France,Mathematics,1,4.0,4.5,100,6.8,4.0,1.9,2.7,1.7,Yes,Single,Low,Average,3.7,1.0,Claude,Digital,13,1,2.9,100,87
3224,S03225,20,Male,USA,Law,1,3.82,3.9,97,8.3,3.2,1.6,1.5,5.5,No,Single,Low,Average,4.1,3.0,Claude,Mixed,21,1,5.3,100,93
3225,S03226,21,Male,South Korea,Engineering,2,3.86,2.0,99,10.0,6.4,3.3,2.1,2.9,No,Single,Middle,Average,4.5,0.4,Copilot,Mixed,12,0,3.3,100,92
3226,S03227,22,Female,Australia,Medicine,2,3.71,2.2,94,7.1,3.4,0.2,0.1,2.8,Yes,Single,Middle,Good,4.3,0.9,Copilot,Mixed,3,1,2.6,96,92
3227,S03228,28,Male,Brazil,Mathematics,3,3.92,5.4,94,5.4,4.8,4.0,0.0,2.8,No,In a Relationship,Low,Average,4.6,1.7,Copilot,Handwritten,7,4,6.6,95,100
3228,S03229,24,Female,Brazil,Mathematics,3,4.0,4.7,100,6.3,4.2,1.2,1.1,0.4,Yes,Single,Low,Average,3.9,0.3,Copilot,Handwritten,10,1,1.6,100,100
3229,S03230,22,Male,UK,Physics,4,4.0,3.4,94,7.8,1.5,0.0,1.5,2.5,Yes,Single,Low,Average,1.7,1.6,Gemini,Handwritten,17,3,2.3,100,100
3230,S03231,21,Female,South Korea,Medicine,3,3.12,2.9,72,5.1,9.3,5.5,0.1,4.1,No,In a Relationship,Middle,Average,5.5,1.2,ChatGPT,Mixed,7,1,3.3,80,78
3231,S03232,25,Male,Bangladesh,Physics,1,3.27,0.5,71,7.2,2.3,1.5,0.8,0.0,Yes,Single,Middle,Average,3.3,2.3,Copilot,Mixed,12,2,4.1,76,89
3232,S03233,20,Female,France,Mathematics,1,2.96,1.9,78,7.5,7.0,1.7,1.9,5.0,No,Single,Low,Average,2.0,0.8,Claude,Digital,24,0,4.6,100,86
3233,S03234,27,Female,UK,Engineering,3,4.0,6.4,100,8.8,7.1,4.5,0.7,2.5,Yes,In a Relationship,Low,Good,5.4,0.6,Gemini,Handwritten,13,2,4.6,100,100
3234,S03235,22,Female,Brazil,Physics,2,2.94,1.6,66,8.6,7.6,5.6,3.6,3.5,No,Single,Middle,Good,5.2,3.1,ChatGPT,Handwritten,20,3,0.0,75,94
3235,S03236,27,Female,France,Law,3,3.92,3.8,96,8.0,3.2,0.5,0.7,0.0,No,In a Relationship,Middle,Average,2.5,2.1,ChatGPT,Handwritten,6,3,0.7,100,83
3236,S03237,24,Female,Japan,Law,3,4.0,5.0,97,4.4,5.1,1.4,1.4,3.4,Yes,In a Relationship,Middle,Average,5.3,2.3,Claude,Mixed,2,1,5.2,100,100
3237,S03238,20,Female,Netherlands,Computer Science,2,3.3,1.6,74,8.1,5.6,1.5,1.2,0.9,No,In a Relationship,High,Average,3.9,2.0,Gemini,Handwritten,4,2,5.8,82,99
3238,S03239,21,Male,Brazil,Engineering,4,3.66,3.8,98,7.8,6.9,4.2,0.0,2.3,Yes,In a Relationship,Low,Good,4.2,0.5,Copilot,Handwritten,17,1,3.2,100,92
3239,S03240,18,Female,Bangladesh,Law,1,3.66,4.9,84,7.3,6.6,5.3,1.4,0.0,No,Single,High,Average,7.2,0.2,None,Handwritten,11,1,4.3,100,95
3240,S03241,20,Male,Bangladesh,Business,1,3.89,3.5,89,4.9,2.7,1.2,0.4,1.2,No,Single,Middle,Average,4.8,0.3,Copilot,Mixed,10,2,5.4,95,98
3241,S03242,22,Female,France,Mathematics,3,4.0,7.8,100,6.1,8.2,4.9,3.0,2.7,Yes,Single,Middle,Poor,7.1,0.6,Copilot,Mixed,21,1,3.3,100,87
3242,S03243,23,Female,Japan,Economics,2,3.38,1.0,84,5.6,5.9,1.7,1.6,2.5,Yes,In a Relationship,Middle,Average,4.8,2.4,Gemini,Handwritten,17,1,5.1,86,96
3243,S03244,18,Male,Netherlands,Computer Science,2,3.58,5.1,94,4.6,7.6,3.3,1.3,4.8,No,Single,Middle,Poor,5.4,1.2,Claude,Mixed,14,1,5.6,100,100
3244,S03245,25,Female,South Korea,Biology,2,3.73,3.2,100,7.0,4.1,0.9,1.1,0.0,Yes,Single,High,Good,2.8,2.1,ChatGPT,Mixed,18,3,3.8,100,100
3245,S03246,24,Male,Italy,Biology,3,3.97,4.7,97,6.0,6.8,2.6,2.9,2.9,Yes,In a Relationship,Low,Good,3.8,2.0,Claude,Mixed,11,4,1.5,100,99
3246,S03247,21,Male,Germany,Business,2,4.0,4.2,100,10.0,7.9,2.6,1.6,2.8,No,Single,Low,Good,4.4,2.8,Claude,Handwritten,14,1,1.9,100,100
3247,S03248,19,Male,India,Economics,1,3.47,2.4,74,6.8,6.7,2.3,0.1,2.1,Yes,In a Relationship,Middle,Average,5.3,2.0,Copilot,Handwritten,6,3,6.6,100,100
3248,S03249,20,Female,Australia,Biology,3,3.91,3.8,89,8.6,7.5,3.4,2.6,1.2,No,Single,Low,Average,3.8,1.4,Claude,Mixed,8,1,3.6,100,95
3249,S03250,19,Male,UK,Business,1,2.93,0.7,74,5.1,3.3,1.3,2.4,5.2,Yes,In a Relationship,Middle,Good,2.3,0.0,None,Handwritten,11,2,5.7,87,76
3250,S03251,26,Male,India,Engineering,4,4.0,4.4,91,6.4,5.7,1.5,0.3,7.1,No,In a Relationship,Middle,Average,4.6,3.1,Copilot,Handwritten,12,1,4.1,100,99
3251,S03252,20,Male,Italy,Engineering,2,3.53,3.9,89,7.1,7.1,3.5,1.1,0.0,Yes,Single,Middle,Average,6.0,2.3,Claude,Handwritten,17,0,5.2,100,89
3252,S03253,23,Female,Germany,Medicine,3,3.94,4.5,97,5.9,8.6,4.8,4.3,1.2,No,In a Relationship,High,Average,4.5,1.6,ChatGPT,Handwritten,18,1,5.6,100,100
3253,S03254,21,Female,Germany,Physics,2,4.0,5.1,100,6.5,7.3,2.8,1.9,1.0,No,In a Relationship,High,Average,3.5,1.4,ChatGPT,Digital,26,1,4.6,99,100
3254,S03255,20,Male,Germany,Physics,1,3.85,4.1,95,6.7,7.0,3.6,6.4,2.4,No,In a Relationship,Middle,Average,6.4,0.0,None,Digital,24,0,0.0,100,100
3255,S03256,21,Male,South Korea,Psychology,3,3.24,3.7,91,6.7,6.8,3.9,3.2,5.5,No,In a Relationship,Middle,Poor,3.6,1.6,Gemini,Handwritten,18,3,5.8,99,94
3256,S03257,21,Male,Netherlands,Psychology,1,3.23,2.2,66,9.2,5.7,4.0,4.8,4.1,No,In a Relationship,Middle,Average,3.1,0.7,Claude,Handwritten,5,1,4.7,91,91
3257,S03258,26,Male,Bangladesh,Physics,4,3.64,2.4,90,7.5,4.0,1.4,0.6,2.7,No,Single,Middle,Average,2.7,0.0,None,Mixed,19,1,6.1,93,88
3258,S03259,28,Male,Australia,Physics,4,4.0,5.3,100,7.6,4.9,1.6,4.7,3.0,Yes,Single,Middle,Good,3.7,0.7,Claude,Digital,21,2,5.9,100,100
